text_code,sent
"[   1   43   33    0   58    0  339    1   32   49  951    5    0    0
  188    0    0    0 7650 1892    0   53   41    0    2]",negative
"[  2  14   0   0 125 294   0   0   0   0  32  49 205   0   0 679   0   7
  59  33  72  41   0]",positive
"[1632    0   63    1  252    0    0   32   49    0    0  353   44   23
    1 1118   27    6    0   27    0   24  401    0 2000   22    0    0]",positive
"[   0    8  448    0  389    2   29    0 1225    2  763    0    0   32
   49  349  231   12    0    3]",positive
"[   2    0    0    0    9    0    9   21   13  451    1  110  187    0
   32   49    5    0  607    0 7609 2750   35  163   51    0]",positive
"[   5 4358  305    8  141    0   32   49 4313    0  299    0    0  218
    0    0    1  701    0 1223    0 7624    0   15    0  740    0  618
   11    0]",positive
"[ 648    0   14    0  378  299    0   32   49    0   14 1317    0  750
    0  229    0  930  232   54 2674    0    0    8    0  194    3]",positive
"[ 830    0 8144    0 2343 2671    0   37  322 1228    7   32   49    5
    0    0  631    0 2330    0    7    0   40   33]",negative
"[ 125    0    0 8671   13   51   99 4460   29  264 1447   57    0   31
    0  300   32   49    0  161  644    1  605   74    0]",negative
"[ 198    0  356  297    0    0   17 2743    0  399   29   32   49   10
  214    4   18  618    5   86    0 3498  405    0   53    0    0    0]",positive
"[ 444    4   32   49 1172  592    0   43   19 1196   47    0    4  344
    0    0    0  322   53    0    4  344    0    0    0    1 1238    0
   90    0    4  344    0    0    0    0    0]",negative
"[   0   30 4493   32   49  827    0    0   61    0  399  437  494    4
    4    0    0   31    0   28    0   54   25   37    0   74    0   47
    0    0    0]",neutral
"[ 373  245    0   37    1  252  339   35    0    0   32   49  612    0
    0   47  114 8680    0]",positive
"[  17   86    0    1  125 4412    0  675  214    0   32   49    0  636
  125    0    0    0    2    0    0   17    9    0    0   36  684    0
    0]",positive
"[ 648    0    0   66    0    0   53  618    0   26    0 8676    0    0
    5   65  554  209   14    0    0    0    0   15    0   32   49 2420
    0    4    5    0  325  342  409    0    0    0    0  559    0    0
    0]",negative
[   2    2   32   49  178   13    0   74    0  106    0 8664    0],positive
"[   0 8662  188    1  344  232  331   12    5 8642   32   49  827    0
    2]",positive
"[   0    0    0 8644   10    0   32   49  612    0    0  225  990 8649
    0  318    0    0    0    1  654    0]",neutral
"[  32   49   51 2955 8652    0 1968   42 2702  740 1026    0    3  190
    0   90    0    0    0    0    3]",neutral
"[   0    0 8656    0   46 8657    0    1  858    0 8658   32   49   20
 2369    0 1135   43    7 2410 8719    3]",positive
"[   0    0    1 1964    0   39   84   31   15 1436   61    0   13    0
    0  235    0  307    0   32   49]",neutral
"[  32   49    0    0 1507    0    0  190    0  628  104    0 1447    0
   64    0  206  106    0    5   69 1097    0 1188    0 3736  278    0
   63  998    0]",negative
"[   2    0  498   32   49    0   37  115    0 2364    1 1872  519    0
    0    0  319   67  218   13    0    0   33    7    1 2364    1 1872
 1233   11    0]",positive
"[   0   61    0   13 2371    0    0    0    0  763    0   10 8720  230
   32   49   11    0]",neutral
"[   2    0    8   13   32   49    0    8   25  463    1  110    4 1232
    0    0   20 2373    4    4  197  268    1   24    0    0]",positive
"[ 372 1231  188    5   86   32   49    5    1  618    0    0   24 1223
    0    0 2837    0  409    0    2    0   20 2002  196    0]",negative
"[  29   88   40    0 2340    0 1436    0   32   49  288    0    0 4484
    5   23    1  265  951  932  316 2717    0  275   43    0 1893    0]",positive
[4485 2364    0   32   49    0  754    1   24  401    0    6    3],positive
"[ 444   79  628   80   32    7    1  463    0  178    0   74   47  133
    0    0  214   32   49 1228   14 4488   11    0]",positive
"[  45    8    0  770    0  606    7    0  323    0  102    0   29    0
    0    8  391   42 1225    0  399    0  230   32   49    0 8706    0
  255    0   47    0]",positive
"[2346 1888    0 8708   16 1598  411    0  399   57   10   32   49    5
    8  218   13    0   11    0    3]",positive
"[8709 1548  756   32   49  951  347    7    4   77  285   63    1   94
 8710    7   59  187    0 8688   15   32    0]",negative
[ 31   1  12   1 379   0   0  32  49   0  28   8  23  64],positive
"[  17  127    0   24  720   10   32   49    0 1080    0 8638    0  428
    0]",positive
"[   0   17  422 8637    7 8567    0   32   49    0    0   53  678    0
 1552]",positive
"[   0    0    0 1499   10   32   49    0    0  451  382 8574  592    5
   54 1447    1   84   18    0    0   53    0    3]",positive
"[ 150    0  491    4  652  296    7  279   10   32   49    0    0  218
  399    0 8575 1456    7   31  593    0  404 1224   35    6]",positive
"[   1   24  187    0  558    0  337    0   10    2   19    0  407    4
    4    0   32   49    0    0 8580    2  754    8    0 8541    0]",positive
"[1246    0 2896 8542    9 8543   32   49    0  249   18  827  347    0
    3]",neutral
"[4327   17   86    0  497   77 8544    7   32   49 8545    0    0   90
    0    1  740 4329 1437  464   26 4331   14    0    0   51]",positive
"[   0    8   38    0 8548 8551    0    8    9   58    0  372   37   14
   32   49 2888    0    0    0    3  230    2    6    6]",positive
"[  32   49 2409    0   80    0  200    0   30    8   37  161  201  297
    5   96   83   30    1   59  187    8   13    0  880    0  359   80
    0]",negative
"[   4  344  232    6 2413    0   32   49    0    0    0   13    0 1639
    7    8   11    0  232   96    0   74    0    0 1910    0    3]",positive
"[4330  618  932 8559    5   32   49   51    0    1  938    0   16  209
    0  233  106    0    3]",positive
"[   2 8560    0   62    0    0    0   32   49  612  104   37    0   89
    0   11]",neutral
"[   2    0    0    0   87   17   51  422   35   27  690   31   44    1
  598    0    0    0   32   49  375 8561    0]",neutral
"[ 367   14    0  163    2  493  188   42   73 1570  141   61    0    8
    0    8    0   21 1589    0    0 1436    0   32   49    0    3]",negative
[  32   49 2674    0    0   53    0    0   17  487    0    0    0],positive
"[ 987 4505    0    0 2330    0   32   49 1228 2888  212    1   12    0
    0   61    0   37 1955    7    1  246    0]",neutral
"[8562 4305 8589 2880 8591    0    4    4    0    0   32   49   87    0
    9   21    0    1   73 8619    3    3]",neutral
"[   1   36  401   19    0    0    0   31   15    8   25 1546    0  195
    2 2874   81 8623    7  214    0   32   49    0    3]",positive
"[  28   82 1954   67    0    0   81   18   80    0    0  491    0   18
   80    0    0 8616  195    1   24  187    0 4376    0   32   49    3]",positive
"[   2    0   17   86   32   49   72   41    5  444    0   36 4380 8633
    0    5    0    0  155    0   74   11 8594]",positive
"[   2    0    0   86    0   40  480 8599    5  161  768    0    0  223
   74   10 1436    5   32   49]",positive
"[ 276 1110    9    0 1013    1   60    0   32 1465    0    0 1013  551
    0   32   49   19  518 1843  214 2404  618    0]",positive
"[8600    0   23    1  323 4353 4357 8608   81 2791   11    0   93 1128
 2540 8611 4365    0    0   32   49 2837    0    6]",positive
"[ 251    0    0  214    0   32   49    0    0    0  155   39 4495 8863
 4638 4646   51    0    9    1 2783   13 4608    0    0 1911    0]",positive
"[ 808    0    0   32   49    0   41    0   32   49    0    1   36  289
 1026 1548    8 2804  281    0   26    0   13    4 8877    0   42  966
    0   68    0]",positive
"[  2   0   0  17 399   0  29 740  96   0   0   8  13  32  49   0   8   0
  13   0   0  31   0]",neutral
"[  32   49    0  640    0 1507    0    0    0    0  444    0  323   72
   64    0   26    0    0   69  338    0   74    0    0  196    2]",negative
"[  7 236  32  49 934   0  57   0  32  49  18   0 275   0 190   0   0 953
 130 191  31   0   0   8  38   0   0   0   3]",positive
"[   0    0    0    8   85    0  125  347    0    0   61    0  524   32
   49   18    0   57    0    0    0    0   54   13    0  191   31    0
 1255  453    0    0    0    0    0    0    3]",positive
"[1764    0   32   49   18   10    0    0    0   77  453  130  191   31
    0    5    4    0  643   76    0 8878    3]",positive
"[  0   0  32  49  18   0   0   0   0  54 222   0   0 196 130   0 191  31
   0 768   0   3]",positive
"[   0    0   32   49   18  485    1 8881 8861  843    0    0    0    0
   36    0   75    0  255  453    0    0  191   31    0    0    0    0
    0    3]",positive
"[  32   49   18    0   17   30  191   31    0    8   87  298 8840 8842
 8843    5   19  373 1110    0  191   31    0]",negative
"[  57    0    0 4625  106    0    0    0    0  225 1533    0    0   32
   49   18    0    0   37    0    0    0    3]",positive
"[  32  239    0    0 2514   77  453   57  130  191   31    0    4 2830
    7  400 1383    0   32   49   18    0    3]",positive
"[ 32  49  18   0 266  12  23  18   0  43  18  87 829   0  75 453   0 307
   0  35   6   3]",positive
"[   0   20  161  256    7    1   32   49   18  458    0   15  551    0
 2829    0  196  130  191   31    0 2415    0]",negative
"[ 57   0  32  49  18   0   0  57   0   1  73  18   0 298   0   0 266  12
  87   0   3   6]",positive
"[  32   49   18 4658   79 2730    0   32   49   18 2959    4  342   10
    0   77  453  130  191  944    0    0    0    3]",negative
[ 32  49  18   0  74   0  77 453  14 191  31   0 307   0  35   0   3],positive
"[  32   49   18  206  196  130  191   31    0    8   38  201  791 8856
 1540    0   16    0  458    0  338    0  605  362   49    0   23    0]",negative
[ 32  49  18   0  15 707   0   0  17 106   0],neutral
"[   0    0    0    0    0    0    0    0    0    1   32   49   18    0
    0    0    0 1800    0    0    0   13  310    0  360    0  125  196
  130  191   31  347    0  673    0   20  256  205    0]",negative
"[8857    0   54   13  502    0  508    0    1 4661 8884  453    7   32
   49   18   11    0 2666 8919 2497    0    0    0    0    3]",positive
"[  16   32   49   18  241    0   17   30  191   31    0    0    8 4538
    1  432  286   32  237    0  311  730    8   58    0  298    0  458
    0]",negative
"[   0    0    6  106    0   32   49   18    0    0  626  690    5 3554
    0 1882    0 2473  508    0    1   73  453    0    3]",positive
"[   0    0   17    0    0    0    0   32   49   18  722  191   31    5
   77   42  825 4539    0 1141  458    0]",negative
"[ 175   12  152   32    0   32   49   18    0  953  130  191   31    0
  481 8927    0  973  556    0    5  328    0    0    0    3]",positive
"[  32   49   18    0   57   77  453  130  191   31    0 2491    6 2487
 8893    0    4    4    0   45    8 1764    3]",positive
"[   0   32   49   18   19    0   30  191   31    0    0    0  538  133
    0    0   17    0 2012    0]",negative
"[   4    4 1210    0    0   20   32   49   18    0 4504    0    0 1218
   20  195    0 8900    1 2362    0  106    0   32    0    0    0    0
    3]",neutral
"[  57   87    0   32   49   18    0  275 2517   77  453  130  191   31
    0    0    8  586    0 1764    0   61    0  524    0    0    0    0
    3]",positive
"[  32   49   18 2357    0    4  149   65    9  226   37  103    0    0
   32   49   18    0 8904    0    0    0    3    3]",negative
"[  11    0   32   49   18    0  214    4   18 1228    0  184 1383    0
   23    1  467   11    0    3]",positive
[ 32  49  18 253   0 196 130 191  31   7 299],positive
"[  32   49   18    0  378  200    0 2527    0   16  567    0  191   31
    0  206    0    0    8    0  973    0    0]",negative
[  32   49   18    0  191   31    7  149   10    0 4516 2515    6],negative
[ 307   35    0    0   32   49   18   17 2388  191   31    0    3],positive
[2512    0   32   49   18   17 2388  191   31    3    3],positive
"[  32   49   18  453 2509  329  191   31 1565    0    0  983 4579 1342
  470   10    4    0    4 8773    0    0    0    3    6]",neutral
"[   6   32   49   18    0  400  103  191   31    0   32   48 2370  206
  392  411    0    1  614   17    0    0    0    0    3]",positive
"[   0  347    0    0 4597 4601   10    2    0   31    0 4602   52    0
    0   44  607    0   32   49   18    0   16    0    0]",neutral
"[  32   49   18    0    1  208 2517    0 4554  893   18    0  453  953
  130  191   31    3]",positive
"[  32   49   18    0   44   23    1 8738    0   27    0   32    0   49
   18 2959 1549  453 8760  191   31    0    0    0    0    3]",negative
"[   0    0 8743    0    0  429  571    0    0   32   49   18    0   22
    0    0  953  130  191   31    0   44    0  382  249  340   13    0
 1475    0    0    0    0]",negative
"[  32   49   18    0    0  191   31    0    0    0 4567 4053    0    0
  894   18    0    0    0    1 1118  237    0  151    0    0    1  618
    0]",negative
"[  32   49   18    0    0 2527    0   16   20   22    0 1316  191   31
    0   51    0  328 2754    0 1894  268    0  467    0    0    6]",negative
"[ 286    0 1407  334   32 1033    7  199   32   49   18  458    0    0
    0    0    1  806   54 1865    0    0   13    0  953  453  130  191
   31    0]",negative
"[   0  641   32   49   18   20 8748    0 1509   45    0  304    0   20
 2429    0    1   12    0    4    0 8754   21   49    0    0    0    6]",negative
"[  32   49   18  871  191   31  239 4554   32   49   18    9   13   99
    0 2614    7    1 4329    0    0    0    3]",negative
"[2613    0    0    0 8759    0    0  842 2457    0   93   40  624    0
   15    0    0  739    0    0  202    0   14   20 1959 8786    0    0
    1 8815    0    0   32   49   18    0]",negative
"[ 202   32   49   18  607    0 2450    0  237    0    0    0    0   20
 1217    7  200   77    0    0  953  130  191   31    0    0 3977    0]",negative
"[  32   49   18    0   74    0  934   25   37   79  428  453   57    0
   17   30  191   31    0  250 1404   93    0    0    0    3]",positive
"[ 44  13   8 630  57   0   0   0   0   0  32  49  18   0   0  77 453 130
 191  31   0   6   0   0   0   0   0   0   0   3]",positive
"[   0   32   49   18   86 3870   35  163    0  507   89    0    0  197
  375  453 3965  191   31  453    0   45    0    1  930  405    0]",negative
"[ 32  49  18   0  23   8 186   0  66  27  18  10   0  77 453 130 191  31
   0   3]",positive
"[   0    8   38   43    0    1  313 2730   35   89 2344    0  184 1383
    0   32   49   18   57  266    4    0    0    0    0    0    3]",positive
"[  20    1   32   49   18    0  208  505    0  202    0    0   89    0
    0    6 8821 1199    0    0    4   93    2 1194    0   44    9   13
  489  496]",negative
"[  32   49   18    0    0    0  705    0    0  191   31   15 1081    0
   20    0    0  483    0  968  438    0    6]",negative
"[  32   49   18    0    1 2331    0 2599  656    0  289    0    0   31
   41    0]",negative
"[ 198    8   66   14    0   32   49   18    0   20 1199 1051    0  106
    4    7    4  342    0 8823    0    3    6]",neutral
"[  32   49   18    0 1215   23    1  628   14   20  376  103    0  292
    4    0  163    0 2428    0]",negative
"[ 149    9    0 8825   27   32   49   18  453    0   15    0   86  425
    0 1214 1090    7    0  997    0    0 8829    0  256    0    0    0]",positive
"[  42  779    0   32   49   18   20  839    0  311  191   31 1026    0
    1 2635    0    0   15  313  222    0    0    0 1141    0    0    0
    3]",negative
"[  87  249 3990 1988    0    0  266   12 1090 1099    0   89    0   17
  249  342  376    0   37    0   32   49   18    0    0    0    3]",neutral
"[   0   13  372 1613    0   18    0    1  248  965  130   64    0   32
   49   18    0 1052    0   64    0    0    0   49   18    0    6    6]",negative
"[  32   49   18    0   30   22    0    1   59  405   10    0 8830    0
    5   45    8  372   37   81 8833   80   67   86    0 2374    0]",negative
"[1584    9   13   99  968    0  894    5 1089    0 2397    0   15    0
   86    1 8812    7    1   72 3962    0    4    0   80    0   32   49
   18    0]",neutral
"[   0   32   49   18    0    0  196  130  191   31    0   96    0    0
   22    0  861    0    0    0  178   13   99  599   32 1141  458   18
    0]",negative
"[  83 8810    0    0    0   51 1440    0    0  389   32   49   18  312
   47    7  285    0    0    0    0  363  211    0 1141  467    0]",negative
"[   2 8789  103   23    1  628   54  451    0    1   12    0   32   49
   18    0]",negative
"[   0  641  191   31    0  191   31   20    0  576    0 1127    0    5
    8    0   32   49   18    0   38    0  191   31    0]",negative
"[   0    0 1000   35   32   49   18    0  198    0  779   35    0  377
   30  191   31    0 8793    5   21  605    1   33    0    6]",negative
"[  32   49   18    0   32 8794   18    0   77   30    0    0   77  453
  130  191   31    0  718    0    3    3]",negative
"[141  20  32  49  18   0   1  12   0  14   0  21   0  49 591   0 178  13
  99   1  12   6]",neutral
"[  32   49   18    0   21    1   36  191   31    0  828 8796   13  329
 3940    7 2394  467    0    0    0  310    0    3]",neutral
"[1055    0 3943  266    4  316    0    0  961    0    8    7   21 3944
    7    1   32   49   18  458 8800    0    0    0  265 1055    0    0
    0    0]",positive
"[  32   49   18  161   20  196  130  191   31    0    0  218  240    0
   23    1 1540    0  237    0   58   29    1 8801    0    0  392  289
    0]",neutral
"[  32   49   18    9    0  103    0   15    8   25   69   37    0  125
  347    0   16 3673 3935 8802 2387 3951 8805    3]",positive
"[   0 1970   30 2630    5    0 1141  458  127    0  540    0 1229    0
    0   32   49   18    0    0    0 3959    0  191   31 1141 2629  458
    0]",neutral
"[   0   32   49   18  127    4    0 1951  467  130  191   31    0    8
 8737    0    0    0    0   28    0  329   43    0  191   31   48   16
  241  599    0 2623    0    0]",positive
"[  32   49   18    0    0    4    4 1359 1172  444 1056   23  191   31
 2622   10    4 1172  444 1312  511    0]",positive
"[   2   32   49   18   20 1309    0  659  467    0 1057  191   31    0
    0   86  125  453    0    0 1082    0    0    0    0   21   17 8538]",positive
"[   0   32   49   18    0 1646    0  106    4    0    1   12  284    0
    1 1645    0 2333    0 1300    0    3    6]",neutral
"[  13    8  387   27   32   49   18    0   61    0  356    0    0    0
  266   12    0 1682    0    6    6    2    6    0    3]",positive
"[   0    1  200 2556   32   49   18    0    0 8276    1  614    0   73
  191   31    0    4    0    0 2345    0    0 4031    0  240    0    1
 8280    0]",neutral
"[1056 2351    0   32   49   18    0 4046    0    1   12    0 4047 8291
    0  716    0  191   31    0    6    6]",neutral
"[  32   49   18 1231  467 2622 8269  191   31    4  467    0  275  127
   99    1  741  191   31    0  405  239   32    0]",positive
"[  32   49   18  467    0    4 1312 1681    0  191   31    0   32   48
 8268  206  717    0   63   49   18    0 8251    0    0    0    3]",positive
"[   0  237    0  151    0    0    1    0  191   31    0 1118 3996    0
    0    0    0    0   32   49   18  949    0  467 4000    5 1717 4001
    3]",negative
"[  32 2436   49   18    0  208    0  191   31    0   32   49   18 8253
    1    0 8254    0    0    0    3  230    2]",neutral
"[  28   44    0   22    0    0    1   60    0 8255 1466   32   49   18
    0 2630 1720  667    5   34  880  244    3]",neutral
"[1619   23    1 1059 1060   27 1625    0 4005    0    0   32   49   18
  467  424  191   31    3]",positive
"[  32   49   18  871  191   31  467    0    0    0    0    1  381    0
    1  856 1026 1816    3  230    2]",positive
"[  32   49   18    0  689  458  217    0  799 1309    0    0    0    0
   20 8259    1   84   73  241    0  191   31    0    0 2447    0    0
    0    0    3]",neutral
"[  32   49   18 2531  741  191   31    7    1  614    0   32    0  110
   49    0    0    0    3    3]",positive
"[   0  601   82  313    0    1 2487 1005  201    1 8261 8265    0    6
   32   49   18  871  191   31  467    3]",positive
"[ 857    0   32   49   18  424  191   31    0    0    0    0   14    0
    0 2587  857    0    0    0    0]",neutral
"[  32   49   18    0 8266  344    0   88    0    1 8295  922    0    1
 1696    7  719    0    0    3]",neutral
"[  47   41    0    0    8   66   44   14  413    0    0    0  155  365
   35    0 2351 1305 8322    0   86    0   32   49   18    0  337  625
    8  270]",positive
"[   0   32   49   18  161    1   36  191   31    0   93 8324  267  184
    0  240    0    3]",neutral
"[  3  32  49  18 424 191  31   0  15 198  54  63 236 556   0 230   2   6
   6]",positive
[ 849  281  191   31  200 1951 2400   10   32   49   18    3    2],neutral
"[   2  444    0 3850    0   32   49   18    0   43   18  827    0  448
    0 1640    0 3015  310    0    0    0   51   64    0  273 8330    0]",negative
"[   5   14    0  225  378  200    1  347    0  781   35    0  549    1
   32   49   18  458    0    0    0    0    0    0    0    0   37  737
   31    0   44    1 1292    0]",neutral
"[8335    5    0  339    0    7   23    1 4005    0 1905    0   32   49
   18  275    0  199  191   31    0  827    0  358    3]",positive
"[1672    0   26    0  467    0    4 1672 8336   29   32   49   18    0
  189  324    1  790  461   60    9    0    0    0    0    3 8340]",neutral
"[   0 4648 2571    0   64    4  266    4    1 1362   16   33    0    0
    0   21    0   65  239   14    0    0    0    0  170  140    5    0
    0    0    3]",neutral
"[ 209    2   69  334   14    0    0  170  140    0    1    0  299  603
    0    1  214   60    0    0    0    3    0 8331    9 2423]",negative
"[8319    9   13   79 8317    0   52 3863    0   15  170  140    0    1
 1078 3864    0    1   52    0    3]",positive
"[2563 2562    0  170  140    0    0  345   64  114    0    0  695   46
 3865   80    5  842    0    0  140    0  487    0    0    0    8   58
   16  205    0    0]",neutral
"[   0  322  101    0    0  523 2454    0 2562 1363  170  140    0 3121
 3167    0   53    6    3]",negative
"[   0 1372 8301 2424    0  266    4    0  570    0    0    0    1 3871
    0  170  140    0 2421 1262 1165 8305 8306    0    1  902]",negative
"[ 170  140    0    0 8312 3169    0 1472 3136    0    0  170  140 1274
    0   90   14  276   67  638    0    0    0    0    3    0 8315    0]",neutral
"[  45    8  853    1   18  264  170  140    0   12 2456    5   96  535
   42 1695    0    0 3107    0    6]",neutral
"[   2 3828    0    0  738    9    0 3087 8244    0   26    0  170  140
    0   15    0    0  496   27    1   72   43    0  163    0    0   17
   28   81 1694 1713    0]",neutral
"[1302 1692 1373 1723 1424  188   45  170  140 1721    0   81  141   67
   25    0  584    0  583    3]",neutral
"[1276  288 8243  685    0  704  654    0  170  140  805 1712 1373 1723
  141   67   25    0  584    0    3]",negative
"[ 170  140    0 3099    0    0 1064 1688   14  583  253   17 3833   81
    0    3    3]",negative
"[1691   49 1290    0  578  104    0  196    0 1340 8175  629    1  578
    0   28   16   10  170  140    3]",neutral
"[ 516    0  170  140  805 1712 1373 1723  141   67 1043  584    0  583
    0  288    0    0    3    3]",negative
"[  16   48   17 1686    0 3835    0    0 1364    0  170  140  805 1712
 1373 1723  141   67 1043  584    0  583    3]",negative
"[   0 1370    0  697   79  369    0  170  140    0 1369    0    0 1692
  462    0 1731   27   81 8178 3842    3]",neutral
"[ 170  140  805 1712 4495  704 8184    7 3842   14  583    0   17   25
    0 8185    0    0  309  270    3]",negative
"[   9   21  595   10  170  140    0    0  377    0    1  483   14    1
    0 1535    0  960    0  412  653    0    0  427    0 8186  913   29
    0    0]",neutral
"[   1   73 2328  305  149    1 1530    0   21   44  149   58    0  419
    0    0  170  140    0  552    0    0    3]",positive
"[ 170  140    5    0 1692 1373 1723    3   37 8192 3144    0  395 8193
   93   60   10   42 8172 1111    0]",negative
"[  81 3122    9   13   99    0 8170 3914    0   15    0  477    0  170
  140   20 1283 1282    1  462   17   82    0    0    0    6]",positive
"[ 170  140    0    0  385  603    0    0   67   48    0  305    0 2363
  462   67  850   13  270  584    0  583    3]",positive
"[  16    0   79 1823    0  170  140    0   26    0    1 1692  462    8
    9   13  387   27    0    0    3  230    2]",positive
"[   8    9 1822  170  140    7   81 1369    0   15    0    8   38    0
  473 2381    0    8   19  383   14    1 3917    0    0    0    3]",neutral
"[ 125  244 1522    7    6    1 1819   65 1409    0  170  140    6   25
    0    0  273  202  205    0    3]",positive
"[8150   12   24 1681    0  170  140 8153 8154 2939    0  209   67   13
  935 8156    7  326  621  936 3927    0]",neutral
"[   2   44    1   60  534    0    7  170  140    0  682  157    0    1
 2368    1   24   33   78  835  228  281    1 2956 1812    0 2958    0]",negative
"[   0   61    0  595   10  583 8157   35 2971    7    1   59   33  170
  140    0 8161    5   16   36   60  399    0    0 8163 1094  898]",negative
"[ 127    0  708   27  666  170  140    5 1569    1 2971  568    5   82
   67    9   21  215    1   84  416    0 2964  127    0    0    0   80]",neutral
"[   0    0  245   54   38 2541    1 3877    0  240    0    1 8165    5
  170  140    0 1807    0    1 8166    0    0   74    0  102    0    0
    3]",negative
"[   0  170  140    0 1423    0 3879 1805    0    0  106 2915    1  541
    0   36 1805    0  521    0    0 2911    0    0    0    0    0    3]",neutral
"[   0 8168    0 1696 2347  583    0  715 3882    0    0  266   12    0
   81   24  152    0  170  140 1803    0    1 3885    0    0    0    3]",neutral
"[8197 8223    0   82 2563 2562    5 8224 8231  170  140    5    1 8235
    0    0  382  369    0 2744    4    0    3]",neutral
"[ 170  140 2531  851  508    0 1831 2928  924    0  936  931  170  140
 8241    1  851  508   47    0    1    0    0    0    0]",neutral
"[   1   36 8242    0  801 8199    0    1 8200 4172    0    0   10    0
 8201    0 4205    0 4206    0    0  170  140    0  738    9    5 3087]",neutral
[ 194    0  929  282    1  170  140  558  500 3051    0    6    0    6],neutral
"[8203    0    9    4    0  570    0    0    0 4208  210 8208 4213    5
  936  931  170  140   19 1096    1  568    0 4214    0  917]",neutral
"[   0  170  140 8210    0 2928 4203    0    9    0    1   87  241   67
   48    0 1475   10 4220 8217    3]",neutral
"[ 104  828 2328    0    0    1 8218    0  170  140 3008    1 1408    7
  936 2999    0    3]",neutral
"[  83   14 2408    0    0    0  542 8470    0    1 8471   57    0  349
    0    0   89    0   87   43  170  140    0 8472   40  325    0]",neutral
"[ 140    1  125    0  170  140  220    0  219    7   12  621 1136    0
 1194    3]",neutral
"[170 140 717   0 219   7   0  12 621   0   4   3   0  67 745  67   0   0
 931   7   4 285]",neutral
"[1031    0  170  140   19  900  188    0  936  931   11    0 8477  197
    7    1  110 1501  936  931    0 1157 4182    0]",neutral
"[ 170  140    0  219    7   12  621    0    0    0    0   16 1533    0
 2427    0    0    0    0    0 2956  899   19    0 1076    0 4185    1
  454    0    0 4173    6]",negative
"[8478    0 1194    0  170  140  220    7   12  621    0   89   38    0
  621 2386    0  583    5    1   72 8480 8481    0    0    0    3]",neutral
"[ 170  140    0  622    0    0   28 4203    0   26    0 8482    0 2928
    0    0   58   81  442    3]",neutral
"[   6  603  170  140    2    0    0  219    7   12  621    0   67    0
    0  917   27   81  416  414 1136    0    6]",neutral
"[   2    6 1844    0 1183  188    0   15    0   25   67   94   67   25
 1184    1 8485    0   67    9    0    1   84  170  140    2]",neutral
"[   2    0   21    0 1360    0   78  229    0  383    0   11    0   15
   62   27    1 8487    0  485   16  607    0 1841   27  170  140    0]",negative
[ 170  140    0    1   59 1179 2880 4195 1180    0 2424    3    6],neutral
"[   2    5   44  198  170  140  222    0   67    0   22    7    0   12
  621    0  583    0   22    0    1 2924    0  163    0]",negative
[1366    1  299 2925  568    0    0  170  140    3],negative
"[1034 1844    9  273  202    0    1 4196  840    0    1   60    0   84
    0  170  140    0   14    0    0    3]",positive
"[ 127    0  708   14  170  140   20  332    0   37    0    0 8465 8444
   10   81    0    0  258  924    0  175  106 1218]",neutral
"[ 170  140    0   83 8447    0  715   67    0 4268    0   12  621  235
   17  971   67   20    0 4273  603    0    0]",negative
"[   2    2    0   28    0   30   16    0  170  140    0  936 8454   48
    0 8462 1033    0    3]",negative
"[  15    0  384  170  140   20    1  252 3056  840    0  685    0    0
    3]",negative
"[ 170  140 4285 3057    0 1748   32 3212    0 3057    5  583 3105  199
 2361   68  474    1 1604    7    0 1846    0    0    0    0]",neutral
"[   0  170  140    0  163    0    1 1366  568   19 8519   16 2392    0
    0    3]",neutral
"[ 170  140    5 1762  210 3121 3167   19  277    0   64    0 2424    0
 1096    1 1201 3068  568 1761    0    0]",neutral
"[ 170  140    9  186    0  313  427  514    0  326 8525   29 2427    0
  659  759    0  899    0    0    0  382 8527    0   21 2376    0    1
    0    0]",negative
"[   0    1  208  366    0   57    0    0    0    8  595   10  170  140
   14    1    0  178  184    0   77 1760    0    3  370    2]",neutral
"[ 583   25 1184    1 1638  476    0    0  931  170  140  190   90   14
    1 1366  568    0    0    0    3]",neutral
"[   2    2   45    0  352   27  170  140    0 2367    0  384    0  245
    0 1636  658    0   67 1758   24  210    0  685]",positive
"[8530  340   38   21 2390    0   83 8532 8533 8536  170  140    0 8537
    0   67    9 1317  211    0 1673    0    0 1037]",negative
[ 170  140    0 1038  843  565    1 3164    5  719    3],positive
"[ 766    0  295    4    0  570    0    0    0  210 4251  566    0    0
  366  363   10  936  931  170  140    0  106 8495]",neutral
"[ 170  140    5 3121 3167 1404    1 8498    0    1  818    0 8501    5
 8502 1565 8503 8504    0    3]",neutral
"[   2 8508    9    0    1  210    0 8512    0    0   61    0  189   62
   16    0 1201    0   14    0    0  273 8491  170  140  474 8442]",neutral
"[   0    9   21  595   10   81 2996    0 2454 2964  568   15  170  140
    0  547    0   26    0 2350  234 8441    0 8370    0]",positive
"[   0   54   38 3000 2337 8372    0  170  140    0    1  704  568    0
    0   72    0    0  603   65    0  225    0 2337  264    0    3]",positive
"[ 170  140    0 8374 2996    0 1638    0    3  104   14    0  387   77
   29    1 4104 4105    0   16 1051    0]",neutral
"[ 170  140  239 8378   27 3176  978    7  917    0 3164 4108 8383    0
  140  190    0   64    0    0    0    0    3    6]",neutral
"[   0    9  346   76 1192 1597    0  170  140 1595    0    1  936  931
  239    7    1    0    0    0    3    6]",neutral
